track,artist,album,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Fools,The Dodos,Visiter,2HP3ePEj4jFOAwxdpwT1xb,0.214,0.923,1,-7.226,1,0.0537,0.028,0.138,0.59,199.735,282633,3
Everybody Daylight,Brightblack Morning Light,Brightblack Morning Light,2hinxxeD1iA36IAZsIlZ1y,0.49,0.345,5,-11.626,0,0.0332,0.299,0.147,0.141,126.782,364307,4
Need You,Darkstar,Need You / Squeeze My Lime,3Dy8vCEejsvLovnCW6cp3P,0.791,0.474,4,-8.045,0,0.0311,0.0171,0.114,0.372,134.097,370320,4
As I Sat Sadly By Her Side - 2011 Remastered Version,Nick Cave & The Bad Seeds,No More Shall We Part (2011 Remastered Version),6OpnfAOr0fTok9HfJCflvl,0.623,0.363,9,-10.14,0,0.0298,0.0,0.106,0.27,102.802,375320,4
The Red,Jaylib,Champion Sound,39DqjGQSh3UvzQxueQSauA,0.543,0.694,1,-7.334,0,0.307,2.51e-05,0.505,0.628,181.29,202107,4
Silver,Jesu,Silver,21uRZLJ6ro4GOuPtTLAKUi,0.263,0.432,9,-6.299,1,0.0375,0.81,0.0889,0.195,94.878,406227,4
Reload It (feat. Demon & D Double E),Kano,Home Sweet Home,4gUGZPNzzBla22HkxVqQ13,0.564,0.972,5,-4.156,1,0.344,0.000508,0.0775,0.622,152.58,227067,4
Departures,Diverse,Total 3,7zNx8ztFJHEcTk8UL4uesD,0.509,0.74,0,-8.457,0,0.0337,0.00106,0.117,0.32,120.932,442720,5
Saliva,Viktor Vaughn,Vaudeville Villain,1pXvZZ7Ubwt4rpDt3JEHdY,0.623,0.633,1,-8.094,0,0.512,0.0,0.34,0.873,92.983,148827,4
The Strangers,St. Vincent,Actor,4OJZdAOrWKD4ZJXqfClIUR,0.529,0.457,8,-11.675,1,0.0508,0.613,0.178,0.222,140.983,244840,3
Lovely Head,Goldfrapp,Felt Mountain,2YxXBLWd39JelHf6LhxZ2o,0.481,0.413,5,-9.863,0,0.0278,0.939,0.149,0.053,109.001,229827,4
Equus,Blonde Redhead,Misery Is a Butterfly,2ethqpBioqaojYbIoE1q2M,0.625,0.718,11,-5.861,0,0.0293,0.166,0.156,0.704,143.263,230200,4
Island In The Sun,Weezer,Weezer (Green Album),2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00251,0.165,0.661,114.623,200307,4
Rain On,Woods,Songs of Shame,2DUmK4WmMEPvNB7466xeUB,0.597,0.82,7,-8.007,1,0.0723,0.00448,0.82,0.474,125.519,207787,4
Scarlette,Unwound,Leaves Turn Inside You,2hoi29qd98nqFGS4rtT9fX,0.303,0.793,7,-6.52,1,0.0348,0.367,0.665,0.426,132.284,284107,4
Velvet,The Big Pink,A Brief History of Love,4acUPgial3SkOz2uqyMGxN,0.389,0.661,8,-5.45,1,0.0467,0.000104,0.194,0.324,175.957,252373,4
Marling,Fid Mella,Tatas Plottn,2UUkER82wfDAd74wOi3N0m,0.77,0.527,11,-6.808,0,0.0572,0.234,0.125,0.687,83.564,127073,4
The Format,AZ,The Format (Special Edition),4TvxDMTOkbK2yt7IfHWqZQ,0.609,0.807,9,-4.718,0,0.282,0.0106,0.0674,0.815,96.076,183440,4
Born and Raised,Smif-N-Wessun,Born and Raised (Deluxe-Edition),5yxC5HY4TWkg9ZhX3S7W9l,0.712,0.708,10,-6.789,0,0.31,0.0,0.311,0.79,81.056,219666,4
Und dann kam Essah,Kool Savas,Aura (Exclusive Version),5bixVw9KlWTKWrG3ihtcSg,0.792,0.791,7,-7.078,1,0.37,0,0.32,0.571,92.019,219187,4
Pull It,Asher Roth,RetroHash,3VYKki0V8pEDyGsdA2xR3q,0.626,0.732,9,-8.637,1,0.159,0.00213,0.355,0.654,117.242,287256,4
Nightcrawler (feat. Method Man),CZARFACE,Every Hero Needs a Villain,2fClGossFdEdhjjeYceaN7,0.852,0.764,6,-5.315,0,0.292,2.39e-06,0.133,0.853,97.998,202484,4
R.I.C.O. (feat. Drake),Meek Mill,Dreams Worth More Than Money,0Y0TOsE1q11qgbi7c5WZsG,0.727,0.599,1,-6.941,1,0.327,0,0.219,0.386,167.909,197133,3
Doo Doo,Troy Ave,Doo Doo - Single,0ZByChRI879QJZ7oWljF8E,0.748,0.81,8,-5.069,1,0.335,0,0.134,0.767,91.651,179751,4
Löwenzahn,Sido,Kronjuwelen,50pUXHZGvAf1GRTRmfyiLR,0.619,0.81,1,-3.973,0,0.128,3.72e-06,0.321,0.147,84.955,241693,4
Tortellini Augen,ASD,Blockbasta,7uIQ3GXAvSUC7eJNarhQqp,0.404,0.717,0,-6.612,1,0.417,0,0.575,0.394,89.461,213467,5
Rain (feat. Vince Staples),Mac Miller,Faces,5P4Dow1Jc2NhkknIuPi5Nd,0.443,0.737,0,-5.943,1,0.332,0,0.186,0.68,177.462,153881,4
All Day,Kanye West,All Day,79reBHqpRoWXaQbjBBY3UC,0.861,0.651,9,-4.718,0,0.111,0,0.211,0.421,122.985,310907,4
It’s Like That,Guts,Hip Hop After All,2y1EJOmGEgpUISuXmW8KOU,0.779,0.742,7,-7.36,1,0.0412,0.00174,0.126,0.358,91.035,214489,4
Faded,Berner,Prohibition,44WG43lprS0ZO3zQEBBOEc,0.527,0.75,1,-6.247,1,0.3,0,0.17,0.16,89.106,273250,4
Kein Bock (feat. Jan Delay & Sido),Denyo,Derbe,6ehGchFauLEgdhfyqA7Ysv,0.711,0.732,6,-4.0,0,0.44,0,0.06,0.727,109.536,239659,5
Kindergeld,Karate Andi,Pilsator Platin,5yQe8UCxbWLQoHgf356LiH,0.754,0.772,5,-5.918,0,0.324,1.52e-06,0.0663,0.897,89.851,141880,4
Midas Touch,Awon,Return to the Golden Era,7ezZ88BVlgkYTt3lWfKP9j,0.903,0.645,2,-6.818,0,0.338,0,0.128,0.627,92.014,208696,4
Supa Star,Group Home,Livin' Proof,2QECh0fEPnaTxRWsVBrUz7,0.708,0.776,4,-7.378,0,0.278,2.05e-06,0.216,0.379,91.283,321627,4
Ms. Fat Booty,Mos Def,Black On Both Sides,0IVAlb0cFCH1cQ974iR1TU,0.782,0.589,1,-4.827,1,0.189,0,0.164,0.869,90.438,223547,4
Harder Than You Think,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul?,5YpZh8wfS4moRBk0ijNcXr,0.484,0.852,11,-4.442,0,0.274,0,0.0547,0.766,103.578,249522,4
Ill Mind of Hopsin 5,Hopsin,Ill Mind of Hopsin 5 - Single,7dDLHlyZJBqEWSndlPWyCT,0.737,0.707,1,-11.113,1,0.448,0,0.393,0.561,98.121,289004,4
Sag My Pants,Hopsin,Raw,2fpzSINgTCbf4sS7LH39G5,0.871,0.567,2,-9.264,1,0.364,0,0.0551,0.794,97.422,219089,4
The High Way,Fliptrix,The Road to the Interdimensional Piff Highway,3a1jDMHy0W7598Mu3jkLBh,0.62,0.655,8,-8.138,0,0.343,0,0.41,0.548,94.716,233760,4
Run Run Run (Scatter) [Chill Bump Remix],Chinese Man,Sho-Bro,1KazLsuKv1c2BFdzEObFI1,0.6,0.581,10,-8.074,0,0.513,4.36e-06,0.276,0.532,89.942,220821,4
Too Late,Dayne,Strangers,1oaDi1Ahp5PbmWknmlOy0X,0.62,0.649,8,-7.504,0,0.391,0,0.381,0.775,92.444,250525,4
The Red,Jaylib,Champion Sound,39DqjGQSh3UvzQxueQSauA,0.543,0.694,1,-7.334,0,0.307,2.51e-05,0.505,0.628,181.29,202107,4
Lotus Eater,Mura Masa,Soundtrack To A Death,18SDFwz5UNo3C7M3FzGCyN,0.571,0.373,11,-8.068,1,0.348,0.458,0.141,0.501,135.796,145655,1
Illusion,Coyote Kisses,Illusion,422QxsPVax3lB9SJT0xor4,0.601,0.935,1,-4.717,0,0.063,0.321,0.397,0.183,92.022,216581,4
Feel Right (feat. Mystikal),Mark Ronson,Uptown Special,2ENBaEOC0Jgi2au9Jt7y7d,0.853,0.798,11,-5.876,0,0.0642,0.000187,0.0271,0.861,110.111,222547,4
Ebbe & Flut,Gzuz,Ebbe & Flut,0W7iVjbLbE9yDDBeV45mAI,0.503,0.681,2,-5.383,1,0.368,0,0.34,0.237,86.697,212707,4
The Game & Skrillex: El Chapo,The Game,The Documentary 2.5,1bW6HUcNcEP9LCuq694yeE,0.754,0.909,6,-3.323,0,0.23,0,0.281,0.591,126.994,220079,4
3h33,Jazzy Bazz,P-Town,6uCZeG3bsfr9h9eFbKipGX,0.715,0.516,11,-7.984,0,0.232,0.00114,0.101,0.451,77.085,213000,4
Onion Head,Sean Price,Monkey Barz,28sxUGqZmZyT9AO6lDE9Yl,0.356,0.977,3,-4.646,0,0.63,0,0.853,0.527,169.581,181000,4
Tic Toc,Various Artists,"Hip-Hop Legacy, Vol. 8",75isr7CrwvxzUrvl3L7GLK,0.828,0.566,1,-8.606,1,0.269,2.53e-06,0.091,0.443,91.752,233732,4
Chanson française,Youssoupha,NGRTD,1apVaGOr4BUgSdWG81CIv4,0.747,0.868,2,-4.416,1,0.406,0,0.413,0.796,87.004,179534,4
Maximum Frisch,Veysel,Audiovisuell,1Ke182XHVVT02Rx4idgtlJ,0.654,0.793,8,-5.96,0,0.333,0,0.0746,0.319,93.954,156987,4
The Pain Is Gone (feat. Murs & Apollo Brown),Mello Music Group,"Mandala Vol. 2, Today's Mathematics",6AR0d6MSxPKggg4Ramu3JG,0.595,0.636,9,-6.134,0,0.115,0,0.182,0.654,80.183,202613,4
W.O.L.V.E.S.,Krumbsnatcha,Krumbsnatcha Classics,2NR8YLRBR0AEUc6JQlnldo,0.747,0.834,1,-5.627,1,0.523,0,0.367,0.695,89.052,233933,4
Float On (feat. Charli XCX),Danny Brown,Old,7sVWaKkGHotMdumFe6Ecph,0.394,0.562,11,-9.248,0,0.26,0.0544,0.121,0.289,82.343,211419,4
Bars über Nacht,Eko Fresh,Bars über Nacht EP,4p2LOF3d6TyMd7cltgHxna,0.572,0.773,1,-5.316,1,0.288,0,0.189,0.389,88.808,409224,4
Gabriel Ratchet,Deca,The Ocean,4uQjhQYQyVZBKDtve537qZ,0.676,0.742,7,-4.764,1,0.308,0,0.11,0.763,81.916,191832,4
Chill & Rap,Prop Dylan,The Cardinal Sin,3fSiyPmx9gfPj7LoiFK4AO,0.701,0.673,10,-5.243,0,0.321,0,0.473,0.818,85.009,152210,4
The Setup,Obie Trice,Cheers,6uzesxG4dlBg3faZmzL6Qs,0.908,0.738,1,-4.933,1,0.271,0,0.0829,0.79,95.954,193000,4
Dope Vhs Master,Desmond Cheese,Fame & Fortune,2xRTlnCsKHtnCahchPso2L,0.713,0.331,10,-14.662,0,0.055,0.901,0.0968,0.44,77.016,314400,4
DRIVE ME CRAZY,KAYTRANADA,99.9%,6PJL4Xh0T3HEHHItDo9wV7,0.478,0.667,1,-7.653,1,0.383,0.000118,0.157,0.274,147.874,277787,4
When I B On Tha Mic,Rakim,The Master,2p9sprAX27D6U5cuSE9NsM,0.836,0.484,2,-7.332,1,0.327,0,0.0557,0.839,95.941,222933,4
"Shame On a Nigga (feat. Raekwon, Ol' Dirty Bastard & Method Man)",Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],7IwURvEfVcdxUCjLKUu6sv,0.889,0.466,1,-10.74,1,0.36,7.37e-06,0.384,0.403,100.17,177067,4
Everybody Rise,Busta Rhymes,Extinction Level Event: The Final World Front,2pefl9heYfTjSiHsha4h0B,0.467,0.964,7,-6.157,0,0.343,0,0.317,0.52,176.057,179560,4
Danca Kizomba,Stony,Danca Kizomba,6BLLoHOQqY3rOpMoaO6yHv,0.686,0.915,6,-4.45,1,0.305,0.000465,0.0784,0.406,177.919,229213,4
Komm wir fahren,Rola,200 km/h,6feObPGnIAWA55aLPZE4Oq,0.622,0.591,6,-5.764,0,0.0415,1.39e-06,0.0922,0.179,118.007,259997,4
What They Do,The Roots,Illadelph Halflife,1B53Y95tPd4ah4FExO0egE,0.885,0.414,0,-10.539,1,0.168,0.000289,0.0891,0.683,92.727,357200,4
Say It,The Geek x Vrv,Say It,49BgdeY01jr63KF3cEttCe,0.657,0.634,5,-5.57,0,0.0246,0.0249,0.0875,0.425,87.994,207273,4
Rock Co.Kane Flow (feat. MF Doom),De La Soul,The Grind Date,6RBMpENxbx74lTdR5SBcaF,0.733,0.67,10,-3.532,0,0.132,0,0.442,0.763,86.983,185267,4
Fast Life,Various Artists,Lord of the Mics V,3gWarWRzjGUyHRDbeVe640,0.726,0.757,6,-5.181,0,0.145,6.9e-06,0.17,0.237,139.984,210280,4
Tierney Terrace,Loyle Carner,Tierney Terrace / Florence,5R5JNgR4IG95hJFkZNg7kE,0.629,0.584,7,-9.772,1,0.345,0.00139,0.0579,0.243,122.929,197429,5
Sober Thoughts - Chris McClenney Remix,GoldLink,Sober Thoughts (Chris McClenney Remix),3NpLOH37pJJYLn2Ppa4WhT,0.775,0.719,5,-8.613,0,0.447,0,0.0962,0.853,107.677,180000,4
Gangstas Life (feat. Snoop Dogg),Nipsey Hussle,"The Leaks, Vol 1.",5If3EU8AnktQS0yf8rc3BA,0.857,0.449,0,-10.013,1,0.333,0,0.145,0.672,94.053,234974,4
"Kölsch, Kippe, Lederjacke",Veedel Kaztro,Büdchen - EP,7Mz4WFK6RvHGOFq8EEADI8,0.748,0.58,11,-6.523,0,0.316,0,0.0654,0.94,92.483,187367,4
Chloé,Mike G,Award Tour II,37cKLaBesbaPU7rlyyzmTT,0.843,0.607,1,-8.57,1,0.235,5.14e-06,0.0806,0.488,95.02,205973,4
Coming of Age,Blunted Beatz,Beach Life,6p0AJ0Y8H2dnwXtydvSsA5,0.606,0.71,1,-4.545,1,0.0378,0.725,0.233,0.59,93.001,230601,4
2 for 1,SLik d,Forever Thankful,7J4tdzGmAxpSf1kmSoTkRa,0.804,0.66,8,-4.574,0,0.0614,0,0.25,0.723,82.972,174628,4
Limos,Vince Staples,Hell Can Wait,5nFur5SMzdpP4obWLrBFD3,0.594,0.732,11,-5.852,0,0.417,4.29e-05,0.111,0.558,175.979,212360,4
Weight Is Gone,Intuition & Equalibrum,Intuition & Equalibrum,7u4wcW4KJNp6wlHpxPrRsy,0.765,0.561,1,-8.758,0,0.283,0,0.486,0.652,77.032,256148,4
"LA (feat. Kendrick Lamar, Brandy & James Fauntleroy)",Ty Dolla $ign,Free TC,4FRKDyexVDdFBnRlYWw8bj,0.471,0.498,6,-7.253,1,0.0851,0,0.634,0.335,75.3,307363,4
14 Til,Anti Lilly & Phoniks,Stories From The Brass Section,50oMV9ChVZchW4zAcsKigA,0.82,0.592,6,-7.001,1,0.313,0,0.0712,0.905,90.01,267363,4
Gott sieht alles,Karate Andi,Turbo,7vLlcYVCsd9F1rCjFFaTuV,0.653,0.722,1,-4.874,0,0.252,0,0.316,0.621,150.285,167960,4
Panda,Desiigner,Panda,275a9yzwGB6ncAW4SxY7q3,0.685,0.731,10,-5.503,0,0.414,0,0.369,0.266,145.245,247867,4
Drive Slow,Kanye West,Late Registration,6vB49BJ70zBpDrrAPwdaB8,0.593,0.593,11,-8.216,1,0.289,9.94e-06,0.229,0.488,81.291,272227,1
Enemy & I,Lazarus,Heart Of A Hustler,7G9jdbaLyzj8DSyZR8v2pR,0.834,0.856,11,-5.556,0,0.201,0,0.105,0.672,96.026,234853,4
Pound Cake,Swaggz,From Nothing to Something,6B3X1NsX6mOavoqiBm5Ijp,0.691,0.462,4,-13.837,0,0.33,0.000221,0.163,0.533,93.94,216000,4
XL (feat. Large Professor),X-Ecutioners,Built From Scratch,4XifYC1TlOvfjzEZBTnBG1,0.817,0.596,10,-4.23,0,0.306,0,0.235,0.853,95.184,159333,4
One Dance,Drake,Views,1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.0018,0.329,0.37,103.967,173987,4
Pop Style,Drake,Views,5mPSyjLatqB00IkPqRlbTE,0.713,0.462,7,-10.027,1,0.123,2.16e-06,0.105,0.0594,133.053,212947,4
Geschichte,RAF Camora,Ghøst,1PkQ9aVRWlihOWQVJX0gpC,0.694,0.633,6,-6.154,1,0.235,2.61e-05,0.437,0.539,119.587,181013,5
Lovesick,Mura Masa,Someday Somewhere,3GGg9FWBlAjrAvC16kazer,0.66,0.707,3,-7.103,0,0.304,0.243,0.0442,0.771,85.445,196547,4
Mofa,Karate Andi,Turbo,2U3Y6wsqWHq1w0Pk706GOJ,0.687,0.655,6,-7.766,0,0.312,3.29e-05,0.398,0.667,87.014,168253,4
Like Yesterday,Denzil Porter,Like Yesterday,6dQBC3QPuRvnzi6J9HDCJM,0.64,0.584,11,-9.686,0,0.354,0,0.318,0.307,92.985,225532,4
Statistics (feat. Invincible),The Left,Gas Mask (Deluxe Edition),0cuNKO8LlpNW24NrQuE1Wn,0.781,0.63,10,-3.941,0,0.296,0,0.248,0.624,85.642,223907,4
Flawless (dirty version),Phife Dawg,Flawless / Lemme Find Out,0SVfJDU3YtYiAilLghl8Cy,0.863,0.8,11,-3.268,1,0.289,0,0.212,0.941,98.247,207667,4
Manchmal Pt. II,Johnny Rakete,Trauriger Junge mit Rauch in der Lunge,2RQ3kjPZC1BByFBS0pcdC2,0.731,0.459,1,-6.546,0,0.344,0.00066,0.0947,0.46,85.953,174333,4
Shoop,Salt-N-Pepa,Very Necessary,0Pu71wxadDlB8fJXfjIjeJ,0.939,0.675,0,-7.232,1,0.211,0,0.0565,0.795,96.918,248573,4
Champagne,Ganja White Night,Hybrid Distillery,12meTNzgcD8Eup11KXEDR6,0.748,0.626,7,-7.952,1,0.0732,0.0125,0.0603,0.308,170.05,230401,4
Find The Beat,Fingazz,VI$IONZ,7LT91KVtlAVRti21NoP2Ox,0.842,0.725,11,-4.209,0,0.0969,0,0.0171,0.964,119.983,233436,4
THat Part,ScHoolboy Q,Blank Face LP,2yJ9GVCLMmzBBfQAnfzlwr,0.927,0.535,6,-7.59,0,0.0911,0,0.136,0.336,112.96,313573,4
River,Ibeyi,Ibeyi,6ybkewfx53Quy6rjo4IKDi,0.654,0.292,2,-12.977,1,0.474,0.00309,0.106,0.102,153.547,252095,4
Holland,257ers,Mikrokosmos,0aZaOgEpKiRKWgK2lIr9wr,0.846,0.88,11,-4.812,0,0.26,0,0.218,0.569,121.017,188613,4
It's Strange (feat. K.Flay),Various Artists,Ultra 2016,6UOn7UEKprrujPmOQpZLed,0.857,0.474,0,-7.805,1,0.23,0.0362,0.102,0.42,85.975,245750,4
Motownphilly,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),4LxIGAVfcQIw0zAQRyFhU8,0.754,0.857,2,-9.699,1,0.0605,2.14e-05,0.278,0.785,114.144,235227,4
I Don't Fuck With You,Big Sean,Dark Sky Paradise,7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0.0613,0,0.325,0.395,97.972,284387,4
03' Malibu,Marcellus Juvann,The Fall,1hJec25nLSC4nK9BSKXwES,0.604,0.672,11,-8.507,0,0.26,4.47e-05,0.731,0.643,128.978,231500,4
Stay Focused,ShaqIsDope,Stay Focused,1F0GUb9ctYek15DT3dCtm0,0.534,0.497,7,-11.786,0,0.395,0,0.111,0.171,129.761,251136,4
My Dawgs,FatKidsBrotha,My Dawgs,1Bc1IOxvX1BY1D6dxy8LSC,0.949,0.324,0,-8.436,0,0.365,1.16e-06,0.111,0.479,129.99,221627,4
"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",Keith Ape,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",0gpFiquPvir7e3RrM4kii9,0.787,0.743,1,-4.206,1,0.0642,0,0.294,0.454,102.076,300000,4
Charlie Brown (feat. Blu),Scienze,Charlie Brown (feat. Blu) - Single,1Mf0wMktULmsA4cqXOPcPB,0.793,0.828,11,-4.524,0,0.257,0,0.681,0.86,91.081,209378,4
Make it Bang,Het VerZet,Greatest Shits,5l4USao9vdmRX1608dykQH,0.652,0.862,6,-6.556,1,0.159,0,0.216,0.875,101.09,159640,4
Oyoyo,Megaloh,Regenmacher,7BqZeOn4HkNnHYwpCmNwGe,0.79,0.626,8,-8.038,1,0.0516,3.26e-06,0.126,0.871,140.054,230320,4
AFD,Coup,AFD,4ocgzCOLwWNCTPnLxdakUt,0.735,0.935,1,-4.298,1,0.25,9.2e-05,0.0401,0.881,81.152,192547,4
Hamdullah,Sido,Das goldene Album,1KLzJugbxvwZnY8J2sTaJM,0.679,0.795,1,-6.27,1,0.249,0,0.114,0.694,85.942,189669,4
Naysayers & Playmakers,Ugly Heroes,Ugly Heroes - EP,3hc79xQgmpgBf9EoIiY4nZ,0.26,0.841,7,-3.814,1,0.0702,0,0.55,0.387,171.132,189940,4
Long Time Coming,Marco Polo,A-F-R-O POLO,0Xsu5BJyB99vmU5n8jli6r,0.721,0.82,1,-3.222,1,0.216,4.2e-05,0.164,0.88,91.045,158434,4
Really Really,Kevin Gates,Islah (Deluxe),10I3CmmwT0BkOVhduDy53o,0.762,0.666,0,-6.055,1,0.0916,0,0.127,0.278,118.97,232093,4
Dat $tick,Rich Brian,Dat $tick,4bdJHQp90ymjEIkkYhcENB,0.923,0.508,1,-8.668,1,0.0468,1.21e-05,0.126,0.168,108.039,126667,4
Showdown - Instrumental,Slowy,Dialog (Instrumentals),6MMikkxsR7ELTD1w9IKDdC,0.798,0.356,11,-8.612,1,0.133,0.00183,0.123,0.6,82.043,146307,4
"Flowers (feat. Talib Kweli, Niko Gray & Rhettmatic)",Yancey Boys,Sunset Blvd,64TZcQHDFXDSioxuhItVAL,0.674,0.65,7,-5.864,1,0.357,0,0.568,0.601,82.691,276680,4
Dang! (feat. Anderson .Paak),Mac Miller,The Divine Feminine,5iUQMwxUPdJBFeGkePtM66,0.836,0.67,5,-6.907,0,0.23,0.000355,0.0837,0.556,107.018,305350,4
Stoned ohne Grund,Danju,Stoned ohne Grund,4HMtwxXH6nAG1JjmEQdPIH,0.523,0.787,0,-5.357,1,0.337,0,0.11,0.332,91.032,212939,4
Funeral for a Killer,9th Wonder,The Final Adventure,1I6rRk6bngnIDlUXFK2Ztr,0.543,0.741,2,-8.539,1,0.347,2.23e-05,0.161,0.529,79.047,249068,4
Last Days Reloaded,Dead Prez,Turn Off the Radio Vol.2 (Get Free Or Die Tryin),5byUj7I3UEZFyZcEQY9osu,0.71,0.747,10,-5.44,0,0.386,0.000283,0.103,0.675,88.151,250462,4
Hearts Of Fire,Guerilla Black,Guerilla City,5SSDiHM0O6m1FlLx5jadxG,0.838,0.718,11,-5.654,1,0.174,0.0305,0.0875,0.404,79.226,333533,4
O Eight,Sap,Self Employed,6Slcg7ZF8DdeXtHOrmpWlV,0.674,0.822,4,-3.597,0,0.296,0,0.238,0.86,94.395,263987,4
Chillance,5 Majeur,Variations,3zBIlUBgXIMhHrz1Oyvx8Q,0.784,0.729,2,-6.734,1,0.263,0,0.0936,0.612,89.861,316630,4
Siem Pang,Rob Viktum,Progress,2zQLeDZljXqqNlL2IJjmEI,0.757,0.508,11,-5.965,0,0.392,0.844,0.0802,0.775,94.002,211934,4
DEVASTATED,Joey Bada$$,ALL-AMERIKKKAN BADA$$,4PnNzWe1LJoAMD5j5RHpI0,0.812,0.628,10,-6.164,0,0.0682,0,0.254,0.485,123.004,207059,4
California,Fashawn,California - Single,7n01GBA5j8GLiBhdICs522,0.816,0.592,1,-8.689,0,0.349,0,0.361,0.698,91.954,194348,4
Fühl mi guad,Liquid & Maniac,Slang Funk Slam Dunk,0cWMpb96yvtdJ9iR52rr9O,0.657,0.703,8,-8.724,1,0.458,1.02e-05,0.157,0.662,101.873,197355,3
Free Lunch,Isaiah Rashad,The Sun's Tirade,5FX89IUKm9QJT9ymrmyK4k,0.865,0.472,11,-7.359,0,0.237,5.39e-05,0.109,0.843,130.011,192029,4
Drug Dealers Anonymous,Pusha T,Drug Dealers Anonymous,1b6rmL3VXBgYTbn61kM8wT,0.558,0.864,11,-5.1,1,0.43,0,0.123,0.474,152.804,253787,4
All The Way Up (Remix),Fat Joe,All The Way Up (Remix) (feat. French Montana & Infared) - Single,2AYTGaclgKXACh13nJRVcV,0.564,0.717,10,-6.403,0,0.397,0,0.493,0.423,117.489,284831,5
Vice City,Innanet James,Vice City - Single,3vsY1HHV5vx49KvrRDbWnO,0.859,0.795,1,-5.835,1,0.2,0,0.0586,0.702,116.062,161420,4
93 Vitals',J-Tek,Hello America & 93 Vitals',1D9AUeF9jnbIYghN2lSxIz,0.636,0.59,7,-8.899,1,0.312,0,0.0493,0.653,79.11,176245,4
Antidote,Travis Scott,Rodeo (Expanded Edition),1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,1,-5.046,1,0.032,0.000148,0.124,0.131,131.05,262693,4
MY PYT,Wale,Shine,2Fe6gDE0mCZz0g98i5QpVL,0.554,0.481,0,-9.823,1,0.329,0,0.0787,0.456,191.991,236867,4
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,9,-4.378,0,0.317,0,0.65,0.739,169.021,243491,4
Ahnma,Beginner,Advanced Chemistry,1sr9lbDDGIxmFK7wUdA1Z8,0.516,0.763,7,-7.173,1,0.467,0,0.608,0.378,81.6,253680,4
Stoff und Schnaps,Various Artists,WG Party 2021,3QP3z0IlnRi7u1fUVr4NpL,0.941,0.807,11,-4.588,0,0.0564,0,0.0833,0.761,120.041,146000,4
Happiness,Token,Eraser Shavings,0XCFUxYNc6nxZwVeIrz6wi,0.607,0.872,10,-3.874,0,0.179,0,0.104,0.403,91.516,214162,4
Vamp (feat. Tommy Genesis),Father,Who's Gonna Get Fucked First?,1WLKOYQA05ViYvPXpWUr7J,0.753,0.258,1,-17.471,0,0.177,2.6e-05,0.115,0.189,140.081,181714,4
Ultimate,Denzel Curry,Ultimate,6R0GRYk2vs2XuBVemYK5YZ,0.493,0.826,9,-3.106,1,0.311,3.42e-06,0.252,0.75,112.865,189974,4
Bounce,Flatbush Zombies,3001: A Laced Odyssey,6Hr77eZSmaVGgH0vVulMUH,0.628,0.618,5,-8.4,0,0.313,0,0.109,0.362,110.007,241520,4
Gold Soul Theory,The Underachievers,Indigoism,1wdUZfGOnuOOjjQq4Lk1Aw,0.517,0.791,1,-5.323,1,0.359,0,0.123,0.627,78.885,183864,4
Chum,Earl Sweatshirt,Doris,6plT7nFGiXKSBP9HFSI4ef,0.51,0.503,10,-8.756,0,0.242,0.002,0.108,0.193,153.582,243773,4
Trouble,Copywrite,MurderLand,56SqXxIisOSzSrJXuLBMY8,0.38,0.713,8,-9.249,1,0.244,0,0.135,0.802,185.593,265469,4
Them That's Not,J-Live,The Best Part,0bY6SdYZcid3fzp7im837v,0.563,0.861,11,-7.448,1,0.343,4.86e-06,0.553,0.798,94.984,312907,4
"616 Rewind [Deluxe Edition] (feat. Tonedeff, Sankofa, Kashal Tee & Celph Titled)",Cunninlynguists,Will Rap for Food [Deluxe Edition],3UASDrSeooj4uxXx55CKOM,0.88,0.868,1,-6.659,1,0.25,0,0.0437,0.845,102.987,255867,4
Falling,Horseshoe G.A.N.G.,Anti-Trap Music,2ZtfYCdhYj9zB4JXmD9zGN,0.691,0.87,1,-6.158,0,0.359,0,0.131,0.628,90.063,261486,4
Valuable Lessons,Cormega,Mega Philosophy,6G9MxQWlAaqG8A4f4o2P8r,0.725,0.823,11,-4.679,0,0.28,0,0.326,0.563,85.82,252587,4
Big Emblem Benz,Father,I'm A Piece of Shit,0hSiqAVkfE5fQbmoZcyizv,0.816,0.449,4,-14.781,1,0.234,1.59e-05,0.093,0.35,112.989,191400,4
